"country","date","agricultural_land%","forest_land%","land_area","avg_precipitation","trade_in_services%","control_of_corruption_estimate","control_of_corruption_std","access_to_electricity%","renewvable_energy_consumption%","electric_power_consumption","CO2_emisions","other_greenhouse_emisions","population_density","inflation_annual%","real_interest_rate","risk_premium_on_lending","research_and_development_expenditure%","central_goverment_debt%","tax_revenue%","expense%","goverment_effectiveness_estimate","goverment_effectiveness_std","human_capital_index","doing_business","time_to_get_operation_license","statistical_performance_indicators","individuals_using_internet%","logistic_performance_index","military_expenditure%","GDP_current_US","political_stability_estimate","political_stability_std","rule_of_law_estimate","rule_of_law_std","regulatory_quality_estimate","regulatory_quality_std","government_expenditure_on_education%","government_health_expenditure%","multidimensional_poverty_headcount_ratio%","gini_index","birth_rate","death_rate","life_expectancy_at_birth","population","rural_population","voice_and_accountability_estimate","voice_and_accountability_std","intentional_homicides","year"
"Comoros","2020-01-01",70.3922622246104,17.6894142933906,1861,900,12.348034593528,-1.18420040607452,0.212984427809715,85.6353454589844,48.29,NA,328.2,619.946774,433.189682966147,NA,7.37469560008337,NA,NA,NA,NA,NA,-1.62419712543488,0.259727716445923,0.40468829870224,NA,NA,NA,21.16321517,NA,NA,1225039195.93744,-0.270785212516785,0.285638898611069,-1.25424599647522,0.243917226791382,-1.23581123352051,0.221010997891426,NA,0.77381098,NA,NA,29.896,8.274,64.166,806166,569314,-0.763649344444275,0.144433617591858,NA,2020
"Congo, Dem. Rep.","2020-01-01",14.8086720628129,55.6473125868419,2267050,1543,5.81939564467536,-1.57467710971832,0.153024837374687,20.0737800598145,96.16,NA,3025.6,56120.40776,40.9577045058556,NA,21.2286960414563,NA,NA,NA,NA,NA,-1.7140805721283,0.200070410966873,0.366369277238846,NA,NA,NA,22.86494849,NA,0.749453965197063,48716961864.5378,-1.74229800701141,0.223476082086563,-1.80208230018616,0.148065015673637,-1.49125182628632,0.178049385547638,2.45000004768372,0.65065557,NA,NA,42.311,9.537,59.739,92853164,50476837,-1.26542901992798,0.124390006065369,NA,2020
"Congo, Rep.","2020-01-01",31.1215226939971,64.2635431918009,341500,1646,12.166547373791,-1.44191992282867,0.162691071629524,48.6791305541992,71.88,NA,7153.9,19421.77959,16.6974348462665,1.79537147083111,NA,NA,NA,NA,9.10708189612896,19.4679355041328,-1.48290407657623,0.230002462863922,0.41926571726799,NA,NA,NA,NA,NA,3.38433055518262,10483151093.6873,-0.81023234128952,0.241320118308067,-1.15797030925751,0.162856236100197,-1.58477222919464,0.220690086483955,4.4486198425293,1.92865789,NA,NA,31.155,6.923,63.785,5702174,1834446,-1.28005409240723,0.126615658402443,NA,2020
"Costa Rica","2020-01-01",34.4986290638465,59.4373286329808,51060,2926,18.2099974996226,0.68766713142395,0.156517282128334,99.9,36.43,NA,6967.4,14405.0866,100.33499804152,0.724911478131358,5.82052018289417,NA,NA,NA,12.2767160363089,32.2534448885594,0.227197661995888,0.255675822496414,0.628635048866272,NA,NA,NA,80.53018608,NA,NA,62395610764.0705,0.770961821079254,0.236120238900185,0.522085785865784,0.15649788081646,0.49254521727562,0.220767647027969,6.71066999435425,5.64065933,NA,49.2,12.152,5.627,79.277,5123105,985122,1.12457263469696,0.128555983304977,11.1260651499432,2020
"Cote d'Ivoire","2020-01-01",66.6666666666667,8.92047169811321,318000,1348,6.15096661391497,-0.525587260723114,0.135697677731514,69.8783264160156,63.34,NA,10894.9,26412.28115,84.3138050314465,2.42500656821829,NA,NA,NA,NA,11.7951254124273,16.0435444359209,-0.506700754165649,0.194539979100227,0.379889339208603,NA,NA,NA,41.3736053,NA,1.32823997840976,62982768371.5174,-1.03098595142365,0.236120238900185,-0.625967979431152,0.139459386467934,-0.367474496364594,0.168855175375938,3.44302010536194,1.36828649,NA,NA,34.197,8.817,59.032,26811790,12948486,-0.53070068359375,0.120300754904747,NA,2020
"Croatia","2020-01-01",26.8942101501072,34.6517155110793,55960,1113,25.0001507859929,0.201265826821327,0.137538328766823,100,32.37,NA,15626.9,21379.32606,72.3316654753395,0.154811374562028,NA,NA,1.24844002723694,745.995973944828,151.51538502767,340.849530786947,0.461028814315796,0.220826998353004,0.709693968296051,NA,NA,NA,78.32093274,NA,1.7708517942155,57624938982.3606,0.611546874046326,0.229722216725349,0.258851081132889,0.139792561531067,0.373428523540497,0.208471909165382,5.53999996185303,6.35798836,23.2,29.5,8.9,14.1,77.7243902439024,4047680,1718119,0.582528948783875,0.103448435664177,0.976355239042884,2020
"Cuba","2020-01-01",61.6666666666667,31.233140655106,103800,1335,NA,-0.130971029400826,0.175318405032158,99.9326400756836,23.93,NA,24327.8,38558.67367,108.869922928709,NA,NA,NA,0.518379986286163,NA,NA,NA,-0.173482492566109,0.280948013067245,NA,NA,NA,NA,71.11907507,NA,NA,1.07352e+11,0.587794721126556,0.241320118308067,-0.278229743242264,0.177973732352257,-1.51290941238403,0.237440511584282,1.15247967187315e-05,11.36566067,NA,NA,9.344,10.23,77.567,11300698,2577237,-1.42017340660095,0.135575696825981,NA,2020
"Curacao","2020-01-01",NA,0.157657657657658,444,NA,49.7989593722041,NA,NA,100,2.78,NA,NA,NA,348.97972972973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2496174748.60335,NA,NA,NA,NA,NA,NA,7.42913866043091,NA,NA,NA,8.7,9.3,NA,154947,16948,NA,NA,NA,2020
"Cyprus","2020-01-01",14.5161147186147,18.6720779220779,9240,498,117.952214321418,0.374098390340805,0.167726680636406,100,15.02,NA,6771.8,8109.206812,133.932575757576,-0.638422797978907,NA,NA,0.82234001159668,NA,22.4234898204819,42.4814284351281,0.875510334968567,0.232616737484932,0.755520224571228,NA,NA,NA,90.80194644,NA,2.05348028516362,25008266159.2479,0.308603942394257,0.234502270817757,0.574943423271179,0.164312839508057,1.00463914871216,0.259803622961044,6.05999994277954,6.33430815,21.3,31.7,10.583,6.93,81.391,1237537,410602,0.90650075674057,0.115074090659618,1.21208497200488,2020
"Czech Republic","2020-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752257406711578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020
"Czechia","2020-01-01",45.6468665918898,34.6779919254939,77198.53,677,19.387115923263,0.581434547901154,0.137538328766823,100,16.97,NA,88835.2,108308.4176,138.575928842168,3.16129528497808,-0.933771769719319,NA,1.99103999137878,NA,14.3669150348801,38.428300208911,0.949175953865051,0.220826998353004,NA,NA,NA,NA,81.33889705,NA,1.32581911041345,245974558654.043,0.922095715999603,0.229722216725349,1.05181968212128,0.139792561531067,1.24438452720642,0.208471909165382,5.07999992370605,8.07736492,11.9,26.2,10.3,12.1,78.2268292682927,10697858,2774917,0.982409596443176,0.103448435664177,0.731177855832333,2020
"Denmark","2020-01-01",65.499675,15.711,40000,703,41.7108734428586,2.26832699775696,0.150266766548157,100,39.7,NA,27356.5,41135.55451,145.7851,0.420711974110026,NA,NA,2.96153998374939,NA,34.4076487222955,39.6950955953815,1.88126754760742,0.232616737484932,0.755094826221466,NA,119.9,NA,96.54914573,NA,1.39820311119664,355222449505.211,0.950011312961578,0.229722216725349,1.84798157215118,0.154614865779877,1.79638803005219,0.233481988310814,6.38000011444092,8.93393898,15.9,27.5,10.4,9.4,81.6024390243903,5831404,693004,1.51908552646637,0.111299321055412,0.944102116831435,2020
"Djibouti","2020-01-01",73.4253666954271,0.250215703192407,23180,220,44.7571913841426,-0.730557560920715,0.172171905636787,64.5011520385742,31.91,NA,427.7,1394.763044,47.0300258843831,1.77740783806174,NA,NA,NA,NA,NA,NA,-0.728089869022369,0.220758602023125,NA,NA,NA,NA,61.26152265,NA,NA,3181071153.6622,-0.454957455396652,0.251161903142929,-1.02716410160065,0.154754593968391,-0.841539800167084,0.187357559800148,NA,1.00633943,NA,NA,22.477,8.821,62.694,1090156,239158,-1.40746164321899,0.130829185247421,NA,2020
"Dominica","2020-01-01",33.3333333333333,63.8266666666667,750,2083,38.7848834935232,0.587179064750671,0.226875752210617,99.9972152709961,8.31,NA,162.8,230.526372,95.9933333333333,-0.727116412668306,8.12387413183747,NA,NA,NA,NA,NA,-0.0981137603521347,0.417009711265564,0.544749319553375,NA,NA,NA,77.0650479,NA,NA,504214814.814815,1.35524475574493,0.277125179767609,0.813668429851532,0.289516627788544,0.273228347301483,0.285821050405502,4.69630002975464,3.51634693,NA,NA,13.301,8.177,73.649,71995,20814,0.876452744007111,0.210643261671066,20.8349248900958,2020
"Dominican Republic","2020-01-01",50.2794452494308,44.3821155040364,48310,1410,9.87308514158067,-0.730548918247223,0.148589462041855,100,16.69,NA,22881.3,37052.66519,227.689174084041,3.78103179915516,5.97395752334564,NA,NA,NA,12.3898799024195,21.3975598243477,-0.251211732625961,0.249493986368179,0.502766907215118,NA,NA,NA,82.19830578,NA,0.750479965269961,78844655833.2194,0.157672181725502,0.236120238900185,-0.161468058824539,0.156195044517517,0.0367383919656277,0.213555231690407,4.61870002746582,3.24332738,NA,39.6,18.78,6.46,72.889,10999664,1920541,0.240023717284203,0.127549603581429,8.73663089784519,2020
"Ecuador","2020-01-01",21.8231599291351,50.3214285714286,248360,2274,4.6267789653268,-0.482272624969482,0.150111377239227,98.85,20.1,NA,34431,68056.47202,70.8189523272669,-0.338872392562274,NA,NA,NA,NA,12.4949411237167,32.8652698562189,-0.44602558016777,0.249493986368179,0.594254851341248,NA,NA,NA,70.7,NA,2.53154058669661,99291124000,-0.26937061548233,0.236120238900185,-0.523896455764771,0.156195044517517,-0.853850185871124,0.213555231690407,4.13413000106812,4.9700942,40.9,47.3,17.037,7.534,72.153,17588595,6302697,-0.0120355309918523,0.127549603581429,7.80050914241561,2020
"Egypt, Arab Rep.","2020-01-01",3.98915063539103,0.0451855944547692,995450,18.1,8.66352704344505,-0.789791584014893,0.149668529629707,100,6.51,NA,210752.3,299778.6515,107.956335325732,5.04493288977533,4.88781543020785,-1.7500833333333,0.962180018424988,NA,NA,NA,-0.420183449983597,0.22524006664753,0.494374662637711,NA,14.3,NA,71.91420097,NA,1.2241723725415,383817841547.099,-1.16615056991577,0.236120238900185,-0.310287296772003,0.155707493424416,-0.556164801120758,0.213555231690407,2.48000001907349,1.39357793,NA,NA,23.051,5.851,70.99,107465134,61488326,-1.48410129547119,0.120980754494667,NA,2020
"El Salvador","2020-01-01",57.707528957529,28.1795366795367,20720,1784,14.4660088240181,-0.556218147277832,0.148589462041855,99.722541809082,23.7,NA,6376.3,11063.80963,303.703233590734,-0.371590212323993,NA,NA,NA,70.3591805561795,18.3842169780442,33.932502422776,-0.23379747569561,0.249493986368179,0.546176612377167,NA,NA,NA,54.60136976,NA,1.38760725262939,24930080000,-0.121829323470592,0.236120238900185,-0.751098215579987,0.156195044517517,-0.0701054260134697,0.213555231690407,4.07082843780518,5.83388329,NA,NA,16.188,8.442,71.061,6292731,1671098,0.0725487992167473,0.127549603581429,21.3103023154811,2020
"Equatorial Guinea","2020-01-01",6.72085561497326,87.2877005347594,28050,2156,NA,-1.519282579422,0.206845223903656,66.6791915893555,6.97,NA,4350.4,9542.961347,56.9001426024955,4.76669523944227,NA,NA,NA,NA,7.8483999039348,12.0043820300531,-1.19046521186829,0.270528942346573,NA,NA,NA,NA,53.83614077,NA,1.51052671513085,10099157995.5789,-0.234325990080833,0.251161903142929,-1.16487789154053,0.176370233297348,-1.69508361816406,0.267907172441483,NA,0.84460056,NA,NA,31.174,9.026,60.708,1596049,429337,-1.81125926971436,0.130654364824295,NA,2020
"Eritrea","2020-01-01",62.7226371689837,8.71821523958664,121040.829,384,NA,-1.31934833526611,0.172171905636787,51.3922996520996,80.9,NA,706.4,6242.48957,29.3774260253951,NA,NA,NA,NA,NA,NA,NA,-1.62417638301849,0.220758602023125,NA,NA,NA,NA,14.17998705,NA,NA,NA,-0.980664789676666,0.251161903142929,-1.48692667484283,0.154754593968391,-2.14185285568237,0.187357559800148,NA,0.84649795,NA,NA,28.706,6.424,67.133,3555868,2085623,-2.06657648086548,0.130829185247421,NA,2020
"Estonia","2020-01-01",23.0409356725146,57.0385964912281,42750,626,41.0651534886989,1.61006820201874,0.137538328766823,100,40,NA,7097.52,10198.8019,31.0999298245614,-0.444531097679859,NA,NA,1.79246997833252,23.7557046278057,20.691074911318,41.0923262210767,1.33476769924164,0.220826998353004,0.77720320224762,NA,NA,NA,89.05828666,NA,2.36376756638367,31370395572.7653,0.718465983867645,0.229722216725349,1.37280344963074,0.139792561531067,1.53980934619904,0.208471909165382,6.57999992370605,5.97475481,23.3,30.7,9.9,11.9,78.5951219512195,1329522,409107,1.17135715484619,0.104071237146854,3.15921543141343,2020
"Eswatini","2020-01-01",71.046511627907,28.9279069767442,17200,788,6.43303911860172,-0.250071585178375,0.193959176540375,79.9933624267578,66.01,NA,1147.7,3000.932259,68.6427325581395,NA,4.58349043407799,2.07833333333333,NA,NA,NA,NA,-0.726357102394104,0.264556497335434,0.37250080704689,NA,NA,NA,56.42093688,NA,1.83502376885451,3982236726.3678,-0.0559168234467506,0.251161903142929,-0.489278674125671,0.174423664808273,-0.473401695489883,0.267907172441483,5.34233999252319,3.44377804,NA,NA,24.615,9.603,59.692,1180655,895279,-1.33140587806702,0.130214735865593,NA,2020
"Ethiopia","2020-01-01",34.0927517767343,15.1239895337934,1128571.265,848,9.16739609721948,-0.364881128072739,0.140121608972549,51.1445960998535,89.52,NA,18098,167300.0199,103.840062771756,20.3563468559061,NA,NA,NA,NA,6.19629946992619,8.41226929167816,-0.550458014011383,0.204058468341827,0.382784843444824,NA,NA,NA,16.42294727,NA,0.525800408815241,107657734392.446,-1.75767660140991,0.236120238900185,-0.392207771539688,0.142658993601799,-0.959099113941193,0.170468971133232,NA,0.98278511,NA,NA,32.78,6.616,65.371,117190911,91766343,-1.03581655025482,0.121283337473869,NA,2020
"Euro area","2020-01-01",43.0246638991343,38.675210995879,2679977.105,NA,25.5351786326498,NA,NA,100,19.7380224989561,NA,1872835.52,2362049.399305,127.953871829812,0.219064904842049,NA,NA,2.36171018127933,NA,18.8988308365468,43.0732610563581,NA,NA,NA,NA,NA,NA,85.2954837427673,NA,1.50925816220962,13086148411425.1,NA,NA,NA,NA,NA,NA,5.18500018119812,8.59350075323018,NA,NA,8.89102909128845,11.1176057887575,81.5379202202808,342913447,77279301,NA,NA,NA,2020
"Europe & Central Asia (excluding high income)","2020-01-01",27.5134848341198,39.5190748874292,22396530.6,NA,9.81406251169179,NA,NA,99.9436053097156,6.52861766617587,NA,2830714.8,4115546.493957,17.8961544606378,2.74615078213773,NA,NA,0.921736815336894,30.9831310234364,13.5678422178944,33.4845465514745,NA,NA,NA,NA,NA,NA,79.8946559821196,NA,3.3221906827908,2990896567052.31,NA,NA,NA,NA,NA,NA,4.38912677764892,4.45793101720233,NA,NA,13.4858670434282,11.3297043592689,72.2166617037646,400811771,127733522,NA,NA,NA,2020
"Faroe Islands","2020-01-01",70.3294289897511,0.0585651537335286,1366,NA,NA,NA,NA,100,5.33,NA,NA,NA,38.3711566617862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3248670978.10165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,7,83.1975609756098,52415,30192,NA,NA,NA,2020
"Fiji","2020-01-01",17.0552818828681,62.3984674329502,18270,2592,20.3003980008498,0.643417298793793,0.262144982814789,97.1266403198242,31.79,NA,1028.2,1764.367631,50.3788724685276,-2.5952432588737,7.49210990423052,4.37490255198124,NA,NA,19.2586100716893,30.2001691677622,0.545305252075195,0.417009711265564,0.508573293685913,NA,NA,NA,84.8767809,NA,1.7185324575016,4477030179.83128,0.681053280830383,0.257272809743881,0.221826151013374,0.344655811786652,-0.0963414534926414,0.338795125484467,5.67535305023193,2.56945491,NA,NA,19.628,8.078,67.924,920422,393508,0.0330939255654812,0.156366631388664,2.17291633620231,2020
"Finland","2020-01-01",7.46857932486675,73.7283674409423,303940,536,23.116533656633,2.20197486877441,0.150266766548157,100,47.49,NA,36329.9,47740.49323,18.1928768835954,0.290554555653313,NA,NA,2.93544006347656,NA,19.8669960258446,41.2501365328225,1.93922412395477,0.232616737484932,0.796001017093658,NA,34.3,NA,92.17027106,NA,1.53045094218018,271886077382.097,1.00510346889496,0.229722216725349,2.06625556945801,0.154614865779877,1.86052644252777,0.233481988310814,5.88000011444092,7.81982374,16,27.1,8.4,10,81.9317073170732,5529543,800844,1.61403751373291,0.111299321055412,1.64572794344772,2020
"France","2020-01-01",52.1475462828527,31.5090483730461,547557,867,17.8430765088767,1.14999437332153,0.150266766548157,100,16.87,NA,267154.7,376006.2454,123.404699419421,0.476498852725083,NA,NA,2.35492992401123,123.282112852412,24.7169730474635,52.032985510734,1.23942053318024,0.232616737484932,0.762737214565277,NA,NA,NA,84.70640914,NA,2.00945780464292,2639008701648.21,0.324910908937454,0.229722216725349,1.32055699825287,0.154614865779877,1.1989494562149,0.233481988310814,5.5,9.36361694,18.2,30.7,10.9,9.9,82.1756097560976,67571107,12855403,1.06929469108582,0.110538512468338,1.07320011042795,2020
"French Polynesia","2020-01-01",13.6848170556036,43.0596369922213,3471,NA,NA,NA,NA,100,8.13,NA,NA,NA,86.9835782195333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5731835679.23061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.924,3.859,82.217,301920,114805,NA,NA,NA,2020
"Gabon","2020-01-01",8.58710754065277,91.3206814918306,257670,1831,NA,-0.871859967708588,0.163922518491745,91.0628433227539,90.12,NA,5349.2,14849.25845,8.89732215624636,1.35276110675339,NA,NA,NA,NA,NA,NA,-0.967587471008301,0.236179411411285,0.457612454891205,NA,NA,NA,70.78874796,NA,1.71026113495202,15314577167.8199,-0.0681400299072266,0.241320118308067,-0.669747114181519,0.169285446405411,-0.866582453250885,0.237440511584282,3.18161010742188,1.89980304,NA,NA,27.695,6.909,66.531,2292573,227148,-0.979684054851532,0.126215413212776,NA,2020
"Gambia, The","2020-01-01",59.7826086956522,23.9792490118577,10120,836,11.8526330802914,-0.402043223381042,0.15332356095314,62.234001159668,49.74,NA,611.4,2453.329037,254.34733201581,5.93127636562439,25.2583956439869,19.8570416666667,NA,NA,NA,NA,-0.75449800491333,0.207619309425354,0.421570628881455,NA,NA,NA,31.60419095,NA,0.828282146717653,1812170878.30632,0.256434142589569,0.241320118308067,-0.376099765300751,0.150662064552307,-0.743719398975372,0.179944440722466,2.76372003555298,1.36467004,NA,38.8,33.719,7.373,62.612,2573995,963137,-0.199840664863586,0.125481233000755,NA,2020
"Georgia","2020-01-01",34.2193121312419,40.6159159591308,69490,1026,19.1631693441016,0.628455698490143,0.156948193907738,100,23.45,NA,10255,17669.44862,65.1302704783232,5.2024648897533,4.21277772339219,3.24712161172161,0.300799995660782,65.8844131022424,21.4053148501443,29.3165350782868,0.753325581550598,0.295779973268509,0.568925797939301,NA,NA,NA,72.53157487,NA,1.78298810434932,15842922532.7202,-0.415690362453461,0.245315119624138,0.243921533226967,0.152484267950058,1.01149070262909,0.230201199650764,3.85008001327515,2.77793884,NA,34.5,12.966,13.976,72.765,3722716,1509450,0.0575746670365334,0.12799896299839,NA,2020
"Germany","2020-01-01",47.4970663155786,32.6826755201923,349390,700,16.8552242988868,1.85575437545776,0.150266766548157,100,18.6,NA,603350.5,692750.7552,238.017318755545,0.144877925813972,NA,NA,3.14425992965698,NA,10.5623078436497,32.5894233621011,1.3521968126297,0.232616737484932,0.751162469387054,NA,NA,NA,89.81294133,NA,1.38622622907981,3889668895299.56,0.684574544429779,0.229722216725349,1.54953932762146,0.154614865779877,1.58733665943146,0.233481988310814,4.65999984741211,10.05796528,24,NA,9.3,11.9,81.0414634146342,83160871,18750282,1.37779092788696,0.110538512468338,0.938448940112227,2020
"Ghana","2020-01-01",55.393019913595,35.096930994625,227533,1187,28.1574600807576,-0.105029307305813,0.135697677731514,85.4405670166016,40.25,NA,19401.16,39070.28751,141.431796706412,9.8872895626994,NA,NA,NA,NA,11.3404319629261,21.8835544057028,-0.165586546063423,0.194539979100227,0.450056403875351,NA,NA,NA,56.68215981,NA,0.446156223059299,70043095503.2503,0.184312224388123,0.236120238900185,-0.0520715899765491,0.139459386467934,-0.117155604064465,0.168855175375938,NA,1.98434043,NA,NA,28.038,7.448,64.114,32180401,13725263,0.554172694683075,0.120300754904747,1.72465219242215,2020
"Gibraltar","2020-01-01",NA,0,10,NA,NA,NA,NA,100,0,NA,NA,NA,3270.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.844,8.685,82.198,32709,0,NA,NA,NA,2020
"Greece","2020-01-01",45.5173622963538,30.2699767261443,128900,652,23.0634923833651,0.0557941347360611,0.150266766548157,100,20.08,NA,51002.2,69283.30669,82.999216446858,-1.24798355581408,NA,NA,1.49609994888306,252.522845041131,24.7439756055161,58.4126621152697,0.437608152627945,0.232616737484932,0.690006494522095,NA,NA,NA,78.11584474,NA,2.81316186804553,188925995936.803,0.131213709712029,0.229722216725349,0.315227627754211,0.154614865779877,0.550261974334717,0.233481988310814,4.44000005722046,5.13178682,28.9,33.6,7.9,12.2,81.2878048780488,10698599,2170211,0.966737985610962,0.111299321055412,0.741992756628659,2020
"Greenland","2020-01-01",0.592301132902911,0.000535997076379583,410450,NA,NA,1.03099703788757,0.345746576786041,100,11.46,NA,NA,NA,0.137329760019491,NA,NA,NA,NA,NA,NA,NA,0.791538119316101,0.469148695468903,NA,NA,NA,NA,NA,NA,NA,3082909157.60994,1.90908241271973,0.334826856851578,1.73140561580658,0.202158078551292,1.38754177093506,0.487472146749496,NA,NA,NA,NA,14.8,9.2,71.6368292682927,56367,7169,1.28616511821747,0.263635993003845,NA,2020
"Grenada","2020-01-01",23.5294117647059,52.0588235294118,340,2350,60.8509010471715,0.386904537677765,0.20455139875412,93.3555679321289,10.36,NA,324.5,2397.288523,363.714705882353,-0.740732597045501,7.15464657927515,NA,NA,NA,NA,NA,0.0282526388764381,0.391690701246262,0.565070509910584,NA,NA,NA,74.72185387,NA,NA,1043411111.11111,1.03756523132324,0.277125179767609,0.35385924577713,0.287612736225128,-0.114809207618237,0.294923961162567,NA,2.28805852,NA,NA,16.288,8.061,74.924,123663,78480,0.690307080745697,0.206301525235176,11.3210903827337,2020
"Guam","2020-01-01",29.6296296296296,51.8518518518518,540,NA,NA,1.31140065193176,0.380331456661224,100,3.61,NA,NA,NA,313.390740740741,NA,NA,NA,NA,NA,NA,NA,0.689502596855164,0.490834087133408,NA,NA,NA,NA,NA,NA,NA,5.886e+09,0.936063528060913,0.278520792722702,1.18507862091064,0.526522874832153,0.542312026023865,0.515425980091095,NA,NA,NA,NA,16.363,7.178,76.612,169231,8566,0.929965972900391,0.635575473308563,NA,2020
"Guatemala","2020-01-01",35.9835759611795,32.9208659947742,107160,1996,6.96450286374293,-1.11461436748505,0.148589462041855,96.6474685668945,65.46,NA,16865.2,33165.68015,157.319270250093,3.21444062197346,9.3829758216566,NA,NA,NA,9.95563837081418,14.9101705160475,-0.686632513999939,0.249493986368179,0.461270093917847,NA,NA,NA,47.51234167,NA,0.483220755707797,77715183063.2054,-0.418793201446533,0.236120238900185,-1.08036327362061,0.156195044517517,-0.25578111410141,0.213555231690407,3.29972004890442,2.47590232,NA,NA,21.816,5.337,71.797,16858333,8119648,-0.376560002565384,0.127549603581429,18.9601645617879,2020
"Guinea","2020-01-01",59.0102555754517,25.1872049487221,245720,1651,18.6974939600133,-0.947534501552582,0.148141592741013,44.7454223632813,65.77,NA,4537.9,29745.6922,53.7406519615823,10.6016203387166,NA,NA,NA,NA,NA,NA,-0.941214144229889,0.194539979100227,0.37094247341156,NA,NA,NA,28.8232306,NA,1.43889936596927,14177835840.8311,-0.667339503765106,0.241320118308067,-1.27371644973755,0.146451011300087,-0.861912310123444,0.178049385547638,2.19947004318237,0.9703269,NA,NA,34.944,9.847,59.327,13205153,8335753,-0.918391644954681,0.126215413212776,NA,2020
"Guinea-Bissau","2020-01-01",28.9868421052632,70.4128733997155,28120,1577,10.5355988350928,-1.34240210056305,0.177147135138512,33.3744735717773,87.22,NA,329,2546.519289,71.6866287339972,1.14000939393218,NA,NA,NA,NA,NA,NA,-1.45148646831512,0.229989066720009,NA,NA,NA,NA,27.90528061,NA,1.73615260258345,1431758231.68287,-0.734696805477142,0.271404176950455,-1.37668251991272,0.224770620465279,-1.26631593704224,0.190576389431953,2.70843005180359,0.71145356,NA,NA,31.605,8.574,59.999,2015828,1124913,-0.451619476079941,0.127001404762268,NA,2020
"Guyana","2020-01-01",6.30556261112522,93.5501143002286,196850,2387,36.7356251249903,-0.1507438570261,0.154789656400681,92.2989349365234,12.04,NA,2768.5,5282.035926,4.04979425958852,0.993337022838757,48.520232079954,7.92802777777779,NA,NA,NA,NA,-0.416971474885941,0.285797148942947,0.495226472616196,NA,NA,NA,81.8019792,NA,1.39015858207354,5471256594.72422,-0.13620813190937,0.236120238900185,-0.418838769197464,0.16119296848774,-0.52619081735611,0.227065086364746,NA,4.01893854,NA,NA,20.473,8.026,68.486,797202,583663,0.216288819909096,0.144320800900459,19.6938793430021,2020
"Haiti","2020-01-01",66.7634252539913,12.6015965166909,27560,1440,3.92867320648391,-1.32764410972595,0.164676040410995,46.3365135192871,76.31,NA,3209.04,10267.23377,410.261284470247,22.7963113642528,-3.41324776362115,NA,NA,NA,NA,NA,-2.08916330337524,0.257465183734894,0.446564912796021,NA,NA,NA,36.39474796,NA,0.28940747154155,14508222518.158,-1.03182148933411,0.241320118308067,-1.02414107322693,0.168093457818031,-1.2382071018219,0.220690086483955,1.37101435661316,0.40528839,NA,NA,23.936,8.176,64.052,11306801,4851974,-0.840465605258942,0.135106727480888,11.320619717256,2020
"Honduras","2020-01-01",31.3790329788185,56.8349271606042,111890,1976,15.9223725205956,-0.968091070652008,0.146481394767761,93.0876998901367,50.09,NA,8835.4,21147.29453,90.4617302708017,3.46841177951168,11.8268993961629,NA,NA,NA,14.7653972304235,23.905552790458,-0.613730549812317,0.256013721227646,0.481023132801056,NA,NA,NA,43.48954646,NA,1.44438287553988,23827859694.7921,-0.468581646680832,0.236120238900185,-0.992642998695374,0.153865531086922,-0.4817273914814,0.20386591553688,6.43843984603882,3.43717003,NA,NA,21.353,4.945,71.462,10121763,4214803,-0.61798769235611,0.127549603581429,35.7941595747697,2020
"Hong Kong SAR, China","2020-01-01",3.80952380952381,NA,1050,NA,35.3303501144572,1.64714753627777,0.158677607774734,100,0.27,NA,NA,NA,7124.7619047619,0.250962021080809,4.33400777778647,4.59416666666667,0.987659990787506,NA,NA,NA,1.65323340892792,0.253996104001999,0.812756538391113,NA,NA,NA,92.41313602,NA,NA,344943149590.058,0.092972032725811,0.256355106830597,1.58175468444824,0.15888449549675,1.7934638261795,0.248523369431496,4.4063401222229,NA,NA,NA,5.8,6.8,85.4975609756098,7481000,0,0.0389037095010281,0.151031643152237,0.293295889224809,2020
