"country","date","agricultural_land%","forest_land%","land_area","avg_precipitation","trade_in_services%","control_of_corruption_estimate","control_of_corruption_std","access_to_electricity%","renewvable_energy_consumption%","electric_power_consumption","CO2_emisions","other_greenhouse_emisions","population_density","inflation_annual%","real_interest_rate","risk_premium_on_lending","research_and_development_expenditure%","central_goverment_debt%","tax_revenue%","expense%","goverment_effectiveness_estimate","goverment_effectiveness_std","human_capital_index","doing_business","time_to_get_operation_license","statistical_performance_indicators","individuals_using_internet%","logistic_performance_index","military_expenditure%","GDP_current_US","political_stability_estimate","political_stability_std","rule_of_law_estimate","rule_of_law_std","regulatory_quality_estimate","regulatory_quality_std","government_expenditure_on_education%","government_health_expenditure%","multidimensional_poverty_headcount_ratio%","gini_index","birth_rate","death_rate","life_expectancy_at_birth","population","rural_population","voice_and_accountability_estimate","voice_and_accountability_std","intentional_homicides","year"
"Australia","2020-01-01",46.2524798427461,17.4213145571644,7692020,534,6.68058135800404,1.66249871253967,0.151479229331017,100,10.89,NA,378996.8,571903.1199,3.33531231068042,0.846905537459293,NA,NA,NA,69.3983392532651,22.6119503645166,30.2886478256059,1.61007499694824,0.253996104001999,0.770239531993866,NA,NA,NA,96.39446689,NA,2.01178828555605,1326944627876.87,0.850844323635101,0.214171290397644,1.64262545108795,0.157058969140053,1.82251787185669,0.233481988310814,6.09999990463257,7.99613142,NA,NA,11.5,6.3,83.2,25655289,3529911,1.30358374118805,0.141241952776909,0.860925458639047,2020
"Austria","2020-01-01",32.0741638390693,47.2509694619486,82520,1110,27.6685908401511,1.50687217712402,0.150266766548157,100,35.77,NA,59142.4,71017.8287,108.057004362579,1.38191063351859,NA,NA,3.20128011703491,99.8693137835971,24.4052710343477,50.554208549136,1.64590120315552,0.232616737484932,0.746739745140076,NA,NA,NA,87.52942813,NA,0.832989385020417,435225238000.43,0.912809431552887,0.229722216725349,1.8010116815567,0.154614865779877,1.40520918369293,0.233481988310814,5.07000017166138,8.763134,17.5,29.8,9.4,10.3,81.1926829268293,8916864,3678385,1.39865350723267,0.111299321055412,0.729699452512114,2020
"Azerbaijan","2020-01-01",57.8382498850519,13.6941896764514,82646,447,18.9301524840138,-1.05708301067352,0.164656445384026,100,1.23,NA,34305,55351.99383,122.124736829369,2.75980947008126,26.5368212837468,NA,0.22435000538826,22.1899994626478,15.1855725074093,33.9314765748897,-0.116941824555397,0.272308021783829,0.577767550945282,NA,NA,NA,84.59999573,NA,5.39049499415887,4.2693e+10,-0.839061498641968,0.241320118308067,-0.716367125511169,0.158523261547089,-0.323556035757065,0.237440511584282,4.33204984664917,1.58928382,NA,NA,12.5,7.5,66.868,10093121,4400904,-1.5423641204834,0.129747942090034,2.23627706150472,2020
"Bahamas, The","2020-01-01",1.3986013986014,50.9350649350649,10010,1292,27.1037729461026,1.13433289527893,0.183723598718643,100,1.41,NA,2456,2801.144379,40.6064935064935,0.0385210980053727,6.75336135034691,2.45436666666667,NA,83.9728948833394,19.0500991019622,27.4535585467369,0.445276260375977,0.318211644887924,NA,NA,NA,NA,92.4760204,NA,NA,9754600000,0.84550529718399,0.236120238900185,0.0559845753014088,0.171825632452965,0.0118174534291029,0.25656720995903,2.37134003639221,4.59830189,NA,NA,11.49,8.076,72.677,406471,68104,0.918854296207428,0.159031212329865,17.9594387306367,2020
"Bahrain","2020-01-01",10.9554140127389,0.89171974522293,785,83,NA,-0.0697314366698265,0.193675428628922,100,0,NA,32470.2,54151.41004,1882.12611464968,-2.31770629331374,NA,NA,NA,NA,NA,NA,0.42190483212471,0.257121503353119,0.652472019195557,NA,NA,NA,99.67103159,NA,4.07439737467417,34621807712.766,-0.617841720581055,0.241320118308067,0.484862118959427,0.173929542303085,0.626398086547852,0.242613941431046,2.15205001831055,2.96118394,NA,NA,12.621,2.239,79.174,1477469,155046,-1.45399737358093,0.143928274512291,0,2020
"Bangladesh","2020-01-01",76.0620726741953,14.4687716063609,130170,2666,3.72997150431671,-0.979526102542877,0.142596513032913,96.2,27.96,NA,85493.1,206570.3527,1286.17155258508,5.69107474746207,4.28920499408281,3.52770555555556,NA,NA,7.00153674405437,8.14832024557625,-0.755047261714935,0.239036917686462,0.46403643488884,NA,NA,NA,32.87,NA,1.30186286205006,373902196399.317,-0.922474503517151,0.236120238900185,-0.560531854629517,0.15288208425045,-0.90426778793335,0.201112598180771,2.04921746253967,0.47426897,NA,NA,18.053,5.816,71.968,167420951,103504655,-0.769074320793152,0.127924367785454,NA,2020
"Barbados","2020-01-01",23.2558139534884,14.6511627906977,430,1422,NA,1.22286927700043,0.181499496102333,100,4.57,NA,1096.07,3656.467698,652.774418604651,NA,6.74876365196417,7.55,NA,NA,NA,NA,0.482354998588562,0.312686294317245,NA,NA,NA,NA,82.458446,NA,NA,4671800000,1.12841629981995,0.245315119624138,0.331315100193024,0.167836964130402,0.480148494243622,0.272602438926697,3.05817008018494,3.74926305,NA,NA,10.859,8.973,77.393,280693,193142,1.12921094894409,0.15591211616993,14.6067055466292,2020
"Belarus","2020-01-01",40.7971228692482,43.1944033894965,202980,618,22.2164087168801,-0.11022474616766,0.154821246862411,100,8.39,NA,54801.5,87868.32147,46.211212927382,5.54814357456515,-2.54329017531414,NA,0.548969984054565,NA,12.0229071990569,29.9281396840657,-0.798498213291168,0.280403524637222,0.700078189373016,NA,NA,NA,85.08791245,NA,1.17416976177843,61371755326.2351,-0.895924508571625,0.236120238900185,-1.05373883247375,0.150028914213181,-0.784566402435303,0.224411576986313,4.95244979858398,4.54088545,NA,24.4,9.47,16.553,72.4572195121951,9379952,1924485,-1.45419406890869,0.12645335495472,NA,2020
"Belgium","2020-01-01",45.066357331572,22.7642007926024,30280,847,45.6775008905558,1.47522222995758,0.15462489426136,100,12.28,NA,85364.1,100063.4878,381.063540290621,0.740791812220385,NA,NA,3.47720003128052,119.480290376626,22.0559931835293,44.11535719707,1.11614394187927,0.249430626630783,0.76041966676712,NA,95.5,NA,91.52641629,NA,1.04510269255661,525213067068.319,0.543469667434692,0.229722216725349,1.36030185222626,0.159010037779808,1.35435712337494,0.237805187702179,6.71000003814697,8.75983047,18.9,26,9.9,11,80.6951219512195,11538604,221657,1.28246104717255,0.111299321055412,NA,2020
"Belize","2020-01-01",7.54055238930294,55.9864094695309,22810,1705,28.6662094403518,-0.168403774499893,0.190384820103645,96.8076248168945,30.2,NA,687.6,1573.319685,17.3135028496274,0.12143464461496,9.39375928116839,7.46416666666667,NA,NA,NA,NA,-0.568718016147614,0.341241061687469,NA,NA,NA,NA,59.50638944,NA,1.71570058869245,2.08e+09,0.517693102359772,0.245315119624138,-0.802425146102905,0.175542771816254,-0.536648392677307,0.265324354171753,7.52877998352051,4.97494507,NA,NA,17.881,5.244,72.854,394921,213159,0.525966644287109,0.159589692950249,25.8279831003962,2020
"Benin","2020-01-01",35.0301525363604,27.8037424618659,112760,1039,8.30735532038516,-0.0332465320825577,0.158170431852341,40.9859313964844,46.2,NA,7980.4,16190.53196,112.12418410784,3.02272119663756,3.55709341440007,NA,NA,NA,NA,NA,-0.260536432266235,0.20257879793644,0.400290727615356,NA,NA,NA,28.22915416,NA,0.47063491684139,15651545208.8771,-0.425504684448242,0.251161903142929,-0.728321969509125,0.148993611335754,-0.468183726072311,0.185221329331398,3.00365996360779,0.86860555,NA,NA,37.114,9.364,60.088,12643123,6521955,-0.0703417137265205,0.128763437271118,NA,2020
"Bermuda","2020-01-01",5.55555555555556,18.5185185185185,54,NA,26.3254090466454,1.31140065193176,0.380331456661224,100,0.95,NA,NA,NA,1183.2037037037,NA,NA,NA,0.226930007338524,NA,NA,NA,1.53446292877197,0.490834087133408,NA,NA,NA,NA,NA,NA,NA,6887147000,1.00745189189911,0.315609365701675,0.681882321834564,0.526522874832153,0.942806780338287,0.515425980091095,1.87477123737335,NA,NA,NA,8.4,8.8,81.136,63893,0,NA,NA,10.9322900805085,2020
"Bhutan","2020-01-01",13.4504457262716,71.4493969585737,38140,2200,15.4938369267742,1.66271042823792,0.194514393806458,100,88.39,NA,1035.2,1630.8557,20.2544834819088,5.62936522632514,6.32017026604402,NA,NA,117.329759313142,12.9842437899039,25.4472894013903,0.445312023162842,0.295473903417587,0.475297033786774,NA,NA,NA,79.86984884,NA,NA,2325185520.59339,1.02367961406708,0.251161903142929,0.609661877155304,0.172295302152634,-0.285183250904083,0.244487002491951,5.90141773223877,3.4102993,NA,NA,12.65,6.545,71.609,772506,445612,0.15353949368,0.141603797674179,2.45952782243763,2020
"Bolivia","2020-01-01",34.8813809655682,46.9249146127573,1083300,1146,5.93360319556834,-0.824403941631317,0.150111377239227,97.2218170166016,16.86,NA,18375.3,55203.08943,11.0183347179913,0.940742153381823,9.62509692030096,NA,NA,NA,NA,NA,-0.702078521251678,0.249493986368179,NA,NA,NA,NA,59.94010155,NA,1.31907457185757,36629843806.0781,-0.459805071353912,0.236120238900185,-1.20715153217316,0.156195044517517,-1.01854825019836,0.213555231690407,9.8374547958374,5.64873314,NA,43.6,22.056,9.3,64.467,11936162,3566167,-0.0835167989134789,0.127549603581429,3.49358529148649,2020
"Bosnia and Herzegovina","2020-01-01",43.28125,42.7326171875,51200,1028,9.82051557936177,-0.620458722114563,0.15239642560482,100,37.71,NA,20946.8,26053.3501,64.81263671875,-1.05129600763481,3.00786242008792,NA,0.206139996647835,45.4216368447367,18.7506447293439,38.3614659355678,-1.0434535741806,0.268821269273758,0.57968407869339,NA,NA,NA,73.21175294,NA,0.845572004591341,20226030731.0131,-0.443297356367111,0.245315119624138,-0.290586531162262,0.148595482110977,-0.166626408696175,0.226272866129875,NA,6.8357625,NA,NA,8.611,14.094,76.225,3318407,1691724,-0.321430176496506,0.12799896299839,1.29580227865324,2020
"Botswana","2020-01-01",45.63372328975,26.9170504473029,566730,416,11.1533276507793,0.629279553890228,0.143714562058449,71.8291244506836,27.21,NA,5763.687,12374.76398,4.49314841282445,1.89035916824198,1.31271268607904,NA,NA,19.6160814571163,22.2746462244844,33.8587111182348,0.199554353952408,0.221757858991623,0.414028495550156,NA,NA,NA,72.74801998,NA,3.20240984214858,14960291540.5283,1.02614223957062,0.236120238900185,0.406072527170181,0.154363170266151,0.53995269536972,0.213555231690407,8.73999977111816,4.6217618,NA,NA,24.195,6.95,65.647,2546402,741589,0.490896999835968,0.120300754904747,8.6789124419475,2020
"Brazil","2020-01-01",28.3410903622098,59.4174780513368,8358140,1761,5.39831708354197,-0.407126694917679,0.143883496522903,99.7027130126953,50.05,NA,414138.8,1064709.126,25.5076253807665,3.21176803803379,21.1971796870516,26.2813,NA,98.7098819546545,12.7193878571982,38.4811610303133,-0.4376100897789,0.232712268829346,0.551497936248779,NA,NA,NA,81.34269353,NA,1.35547020275614,1476107292036.59,-0.431489855051041,0.214171290397644,-0.209849342703819,0.150480389595032,-0.0972420945763588,0.202366635203362,NA,4.6151557,NA,48.9,13.078,7.42,74.009,213196304,27559886,0.295445382595062,0.125940054655075,22.384065397269,2020
"British Virgin Islands","2020-01-01",46.6666666666667,24.1333333333333,150,NA,NA,NA,NA,100,1.42,NA,NA,NA,206.066666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59050011634827,NA,NA,NA,7.448,6.38,75.849,30910,15914,NA,NA,NA,2020
"Brunei Darussalam","2020-01-01",2.5426944971537,72.1062618595825,5270,2722,12.971002399432,1.27821719646454,0.223765224218369,100,0.01,NA,9588,11914.03262,83.8187855787476,1.94031996607178,18.3581443058536,NA,NA,NA,NA,NA,1.42967927455902,0.318211644887924,0.626391351222992,NA,NA,NA,96.06912594,NA,4.08087830418348,12005795914.7306,1.18235063552856,0.241320118308067,0.924954652786255,0.185444265604019,0.915989935398102,0.292819797992706,NA,2.25119257,NA,NA,14.165,4.975,74.795,441725,96075,-0.93080073595047,0.165135741233826,NA,2020
"Bulgaria","2020-01-01",46.4904200442152,35.8603537214444,108560,608,18.6931749365078,-0.30007928609848,0.137538328766823,99.7,21.08,NA,34138.1,46492.85461,63.8726510685335,1.67244096855762,0.0755557146409775,NA,0.853510022163391,32.243333791443,20.2679594626726,36.6667226861089,-0.182731494307518,0.220826998353004,0.613898158073425,NA,NA,NA,70.16248359,NA,1.5444513303556,70404359049.232,0.418060213327408,0.229722216725349,-0.105334796011448,0.139792561531067,0.474105209112167,0.208471909165382,4.03999996185303,5.09874439,32.1,40.5,8.5,18,73.6585365853659,6934015,1685936,0.261954098939896,0.103448435664177,0.988655606762662,2020
"Burkina Faso","2020-01-01",44.3823099415205,22.7207602339181,273600,748,9.87236691063966,-0.0986580476164818,0.138881340622902,18.4672794342041,67.51,NA,5456.7,32262.81629,78.6645687134503,1.88443993781985,-0.278480468823242,NA,0.248239994049072,72.5316089020352,13.2753560785655,16.9794211526388,-0.675997257232666,0.204058468341827,0.383691936731339,NA,NA,NA,13.93797176,NA,2.73395381282699,17933606212.6294,-1.53830862045288,0.236120238900185,-0.441299587488174,0.142658993601799,-0.468467950820923,0.170468971133232,5.51908016204834,2.92014813,NA,NA,36.085,8.813,59.731,21522626,14935196,-0.182251423597336,0.120300754904747,NA,2020
"Burundi","2020-01-01",79.1666666666667,10.8894080996885,25680,1274,NA,-1.54402136802673,0.166215121746063,9.1,83.52,NA,713.466,4102.678292,475.865537383178,7.32110643415513,5.87779867369766,NA,NA,NA,NA,NA,-1.28126287460327,0.208846300840378,0.386170625686646,NA,NA,NA,3.787954422,NA,1.97921598967036,2649680261.01097,-1.53703701496124,0.251161903142929,-1.31912100315094,0.150694116950035,-1.0433189868927,0.185221329331398,5.04097986221313,2.40413046,NA,NA,35.603,7.562,61.566,12220227,10545078,-1.52769184112549,0.129598304629326,NA,2020
"Cabo Verde","2020-01-01",19.6029776674938,11.3449131513648,4030,228,27.3202939768761,0.867775917053223,0.173912689089775,93.746955871582,23.42,NA,620.6,791.61071,144.575682382134,0.60579580839551,7.21773674341809,7.19451484269313,NA,NA,NA,NA,0.226905837655067,0.242275878787041,NA,NA,NA,NA,63.16119125,NA,0.590190722908897,1878277311.2253,0.887429535388947,0.251161903142929,0.457770258188248,0.163448587059975,0.168183818459511,0.266009241342545,7.58479022979736,3.70396852,NA,NA,17.158,5.692,74.808,582640,194299,0.917146563529968,0.145528882741928,6.17877248386654,2020
"Cambodia","2020-01-01",32.7951506911398,45.7079651031045,176520,1904,14.6567255089839,-1.25004839897156,0.144364014267921,86.4,51.41,NA,18652.8,42363.17878,92.8895309313392,2.94029514263973,NA,NA,NA,NA,17.8851727760437,17.4106269435802,-0.392002016305923,0.254445165395737,0.491589874029159,NA,NA,NA,53.65076745,NA,2.44546663012782,25872797892.0285,-0.233859464526176,0.245315119624138,-0.944914877414703,0.155781373381615,-0.618000268936157,0.211626052856445,3.12630653381348,2.07794261,NA,NA,19.849,6.228,70.416,16396860,12423573,-1.35706651210785,0.132274478673935,NA,2020
"Cameroon","2020-01-01",20.6257536333058,43.02951069366,472710,1604,9.38363791908253,-1.114790558815,0.135697677731514,64.3118743896484,78.94,NA,9928.4,93348.64392,56.040885532356,2.43760882182242,NA,NA,NA,NA,10.8705828088042,12.0602939460197,-0.900137960910797,0.194539979100227,0.397401511669159,NA,NA,NA,45.52922268,NA,1.01044301237486,40773241211.6941,-1.50061810016632,0.236120238900185,-1.15100193023682,0.139459386467934,-0.815438330173492,0.168855175375938,3.16616010665894,0.61334801,NA,NA,35.507,8.419,60.833,26491087,11242817,-1.20542454719543,0.120300754904747,4.53737524129107,2020
"Canada","2020-01-01",6.44051311737432,38.6955125094946,8965590,537,12.5070845032036,1.59498167037964,0.160923108458519,100,23.85,NA,516873.7,677709.2227,4.23922642012405,0.716999632307852,NA,NA,1.69781005382538,74.9199545092708,13.5696057485221,28.7117009197255,1.63518702983856,0.253996104001999,0.797520101070404,NA,NA,NA,92.3,NA,1.41594535819004,1647598402302.68,1.02984178066254,0.229722216725349,1.6466429233551,0.154424011707306,1.60048234462738,0.233481988310814,5.17000007629395,9.70065022,NA,NA,9.5,8.1,81.6704878048781,38007166,7007761,1.47540128231049,0.14314316213131,2.00323552889971,2020
"Caribbean small states","2020-01-01",5.14805483512412,89.8207237248364,404850,NA,24.1872713919958,NA,NA,98.6553033226795,7.36012220670391,NA,32776.99,56857.879524,18.3889539335556,0.0799778713101663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9611541668332,NA,NA,65994922945.3924,NA,NA,NA,NA,NA,NA,4.86062002182006,3.92868079821378,NA,NA,13.6740695848413,7.67845113024342,72.5792038787508,7444768,3602942,NA,NA,NA,2020
"Cayman Islands","2020-01-01",11.25,53,240,NA,76.3829498397001,0.46939143538475,0.263737887144089,100,0.01,NA,NA,NA,280.4625,NA,NA,NA,NA,NA,NA,NA,1.1213675737381,0.357593536376953,NA,NA,NA,NA,NA,NA,NA,5647224973.03878,1.49536180496216,0.270814150571823,0.760923564434052,0.191928714513779,1.05684697628021,0.374926805496216,NA,NA,NA,NA,12.6,3.3,NA,67311,0,0.498710453510284,0.263635993003845,4.45695693836771,2020
"Central African Republic","2020-01-01",8.15435487495586,35.8005072393977,622980,1343,NA,-1.27465927600861,0.172171905636787,15.4057130813599,90.88,NA,236.6,21016.37573,8.5765514141706,1.71015659523149,NA,NA,NA,NA,8.70964482691346,13.9733066121224,-1.7047803401947,0.220758602023125,0.291631907224655,NA,NA,NA,8.565672483,NA,2.01014367862917,2326720902.35741,-2.23451399803162,0.251161903142929,-1.72679889202118,0.154754593968391,-1.48323702812195,0.187357559800148,2.16669988632202,1.21621466,NA,NA,42.175,11.041,54.604,5343020,3088372,-1.30486071109772,0.130829185247421,NA,2020
"Central Europe and the Baltics","2020-01-01",46.5347797136073,34.5592847264491,1105004.93,NA,20.4462693929487,NA,NA,99.9787398737644,19.6856532373123,NA,598490.02,762596.50641,92.4702878927427,1.67244096855762,NA,NA,1.3127405521993,NA,22.8399027093686,52.6375976176827,NA,NA,NA,NA,NA,NA,81.7802416089691,NA,1.95481129967421,1665358949113.72,NA,NA,NA,NA,NA,NA,5.13499999046326,5.53461031728298,NA,NA,9.63709805049757,13.7020454985942,76.087716844628,102180124,38254752,NA,NA,NA,2020
"Chad","2020-01-01",39.8967598475222,3.42519059720457,1259200,322,NA,-1.40584671497345,0.164928898215294,10.8656768798828,73.55,NA,1568.4,89558.45681,13.2184728398983,4.46414437232863,NA,NA,NA,NA,NA,NA,-1.48164510726929,0.20522303879261,0.299782782793045,NA,NA,NA,11.66019198,NA,3.07840567425457,10715396051.4388,-1.24530780315399,0.251161903142929,-1.31731235980988,0.150201380252838,-1.10926592350006,0.185221329331398,2.9085099697113,0.93004119,NA,NA,43.849,12.486,52.777,16644701,12729867,-1.40379214286804,0.129188492894173,NA,2020
"Channel Islands","2020-01-01",NA,5.15151515151515,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9811538461.53846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0109284507898,8.47393243061603,81.264,171113,118131,NA,NA,NA,2020
"Chile","2020-01-01",21.1288821462963,24.4921536665537,743532,1522,7.31275065637032,1.13407325744629,0.151045352220535,100,26.73,NA,84827.8,106722.3342,25.9576117773008,3.04549084804331,NA,NA,NA,NA,16.1824078514889,26.2198955465985,0.737568378448486,0.237704396247864,0.651604175567627,NA,NA,NA,86.37099516,NA,2.08901542872975,254096103516.324,0.0691350102424622,0.229722216725349,0.942473113536835,0.150751113891602,0.962318956851959,0.208471909165382,NA,5.50038815,NA,44.9,11.834,7.221,79.377,19300315,2368728,0.996151566505432,0.128486201167107,4.79784927857005,2020
"China","2020-01-01",56.0768976600843,23.4313229039402,9424702.9,645,4.15514539989349,-0.0469113029539585,0.141188785433769,100,14.81,NA,10944686.2,12942868.34,149.723552558882,2.4194218945778,3.83860143298233,NA,2.40092992782593,NA,8.09062623388489,NA,0.67731511592865,0.250892072916031,0.65310263633728,NA,NA,NA,70.05275998,NA,1.79883350497496,14687743556969.6,-0.329402893781662,0.229722216725349,-0.0785589143633842,0.158461257815361,-0.185245841741562,0.20516212284565,3.5699999332428,3.06103563,NA,NA,8.52,7.07,78.077,1411100000,544289492,-1.6473206281662,0.128252819180489,0.502270364156281,2020
"Colombia","2020-01-01",43.4815885534024,53.3050112663362,1109500,3240,5.94094684554473,-0.229837000370026,0.143883496522903,99.7217559814453,31.31,NA,79057.6,186999.3355,45.9041568273997,2.52663500084712,8.24821841706178,NA,0.288120001554489,91.115735579123,14.0545374874689,36.4872315798998,0.038009624928236,0.232712268829346,0.60433030128479,NA,NA,NA,70.84997062,NA,3.49945934177482,270150956772.567,-0.663913071155548,0.229722216725349,-0.478833377361298,0.150480389595032,0.239718243479729,0.202366635203362,4.93310022354126,6.53422785,18.1,53.5,14.435,6.606,74.769,50930662,9460370,0.145201325416565,0.127481430768967,24.2427633844347,2020
