"country","date","agricultural_land%","forest_land%","land_area","avg_precipitation","trade_in_services%","control_of_corruption_estimate","control_of_corruption_std","access_to_electricity%","renewvable_energy_consumption%","electric_power_consumption","CO2_emisions","other_greenhouse_emisions","population_density","inflation_annual%","real_interest_rate","risk_premium_on_lending","research_and_development_expenditure%","central_goverment_debt%","tax_revenue%","expense%","goverment_effectiveness_estimate","goverment_effectiveness_std","human_capital_index","doing_business","time_to_get_operation_license","statistical_performance_indicators","individuals_using_internet%","logistic_performance_index","military_expenditure%","GDP_current_US","political_stability_estimate","political_stability_std","rule_of_law_estimate","rule_of_law_std","regulatory_quality_estimate","regulatory_quality_std","government_expenditure_on_education%","government_health_expenditure%","multidimensional_poverty_headcount_ratio%","gini_index","birth_rate","death_rate","life_expectancy_at_birth","population","rural_population","voice_and_accountability_estimate","voice_and_accountability_std","intentional_homicides","year"
"Argentina","2019-01-01",39.6032286082823,10.4801786099266,2736690,591,7.69350183230202,-0.0836628600955009,0.135646864771843,100,10.74,NA,168162,374523.504,16.4208266190179,NA,12.1039696489828,NA,0.457130014896393,NA,10.5943975145081,22.036480926619,-0.0965068936347961,0.212476745247841,NA,126,NA,64.5958333333333,79.94695203,NA,0.706186670516138,447754686715.081,-0.0914442017674446,0.227150216698647,-0.408074647188187,0.150070056319237,-0.436932802200317,0.189988240599632,4.72417020797729,6.05942106,NA,42.9,14.783,7.6,77.284,44938712,3599141,0.572384655475616,0.122314058244228,5.15582342098159,2019
"Armenia","2019-01-01",58.9041095890411,11.5447839831401,28470,562,36.3770410487274,-0.203820124268532,0.152951270341873,100,10.34,NA,6195.6,9874.86109,99.0727783631893,1.44344660770702,10.9595785635957,6.10504728650153,0.178540006279945,50.0284206863703,22.2851709900772,21.7584805720085,-0.197479233145714,0.230801776051521,NA,47,NA,82.2266666666667,66.54394969,NA,4.78770584078564,13619290545.8131,-0.413424372673035,0.238514930009842,-0.157182589173317,0.156325057148933,0.255927443504334,0.212572857737541,2.56185007095337,1.41167367,NA,30,12.892,9.662,75.439,2820602,1037446,0.055480632930994,0.127236381173134,2.58810044595098,2019
"Aruba","2019-01-01",11.1111111111111,2.33333333333333,180,NA,102.085326871098,1.2138819694519,0.28622755408287,100,8.18,NA,NA,NA,591.344444444444,4.25746204335428,2.6246349935441,NA,NA,NA,NA,NA,1.02402460575104,0.327733159065247,NA,NA,NA,NA,NA,NA,NA,3395793854.7486,1.34979605674744,0.271389871835709,1.25625967979431,0.210491165518761,0.855567157268524,0.359225213527679,NA,NA,NA,NA,9.138,8.778,76.248,106442,60091,1.26436722278595,0.267487943172455,NA,2019
"Australia","2019-01-01",47.1237724290889,17.4213145571644,7692020,534,10.1961850169515,1.8221447467804,0.148591876029968,100,10.06,NA,395199.1,613604.7013,3.29435141874306,1.61076787290379,1.64730609155243,NA,1.82928001880646,60.24792806788,23.4130769701014,26.1859445097716,1.56487631797791,0.228548377752304,NA,14,NA,88.2416666666667,93.60991916,NA,1.8740255612767,1392218527563.26,0.911745727062225,0.20948238670826,1.72611081600189,0.160404145717621,1.87215864658356,0.22064208984375,5.13531017303467,7.5498395,NA,NA,12.1,6.7,82.9,25340217,3516209,1.26739799976349,0.132259398698807,0.887322993851443,2019
"Austria","2019-01-01",32.1280901599612,47.2074648570044,82520,1110,32.0412672039349,1.55429518222809,0.145307987928391,100,33.98,NA,64497.8,76622.88544,107.609306834707,1.53089564152645,NA,NA,3.12971997261047,83.0922532478196,25.5813952902833,43.5530680424284,1.52114546298981,0.216167613863945,NA,27,NA,89.12,87.75220479,NA,0.727513237495791,444621176100.54,0.91674792766571,0.227150216698647,1.89534270763397,0.156860053539276,1.45756649971008,0.22064208984375,5.21291017532349,7.84675264,16.9,30.2,9.6,9.4,81.8951219512195,8879920,3683835,1.33874893188477,0.123085588216782,0.867123024880969,2019
"Azerbaijan","2019-01-01",57.8278123260822,13.5533670481767,82654,447,21.0457380342086,-0.8299640417099,0.152951270341873,100,1.62,NA,35521,56536.8442,121.280071139933,2.61057182799216,17.5649086189187,NA,0.200130000710487,NA,14.2188526451777,24.2843379790515,-0.0864946097135544,0.230801776051521,NA,28,13.9,68.14125,81.09999907,NA,3.87341170306515,48174235294.1176,-0.685912430286407,0.238514930009842,-0.591070115566254,0.156325057148933,-0.214039906859398,0.212572857737541,2.68108010292053,1.27820647,NA,NA,14.1,5.6,73.102,10024283,4407577,-1.52944147586823,0.126028969883919,1.64178691697142,2019
"Bahamas, The","2019-01-01",1.3986013986014,50.9350649350649,10010,1292,48.2354966793313,1.1338517665863,0.187479168176651,100,1.18,NA,2622.7,2957.747745,40.4152847152847,2.49123527368055,0.264475407199798,2.64456666666667,NA,57.6401785782658,16.8370358458346,18.7827808281069,0.481303781270981,0.294437259435654,NA,119,NA,50.1241666666667,90.69327663,NA,NA,13058700000,0.816237688064575,0.238545432686806,0.0725988522171974,0.185700044035912,-0.0504641570150852,0.24098964035511,2.28841996192932,3.08020306,NA,NA,11.487,7.943,71.205,404557,68241,0.906194150447845,0.15646781027317,23.4824758933846,2019
"Bahrain","2019-01-01",10.9833971902937,0.86845466155811,783,83,NA,-0.0141103724017739,0.186320930719376,100,0,NA,32966.8,54194.74915,1908.28607918263,1.00582004702132,NA,NA,NA,NA,NA,NA,0.294352799654007,0.235240131616592,NA,43,NA,54.4666666666667,99.70150438,NA,4.05505441686102,38653318085.1064,-0.627359509468079,0.238514930009842,0.489411115646362,0.178606554865837,0.483154505491257,0.220927551388741,2.09490990638733,2.3075155,NA,NA,13.198,2,80.019,1494188,158474,-1.42923247814178,0.13926750421524,0.267703840579686,2019
"Bangladesh","2019-01-01",75.6318660213567,14.4687716063609,130170,2666,4.4902633996766,-0.994909584522247,0.140198603272438,92.2,26.37,NA,92645,212143.1483,1271.53892601982,5.59199639930632,5.68954472064273,3.83615277777778,NA,NA,7.63863817850188,8.27231503602594,-0.731802582740784,0.21708045899868,NA,168,NA,58.07,27.76,NA,1.34890669342171,351238397263.802,-0.932975292205811,0.233014643192291,-0.631936311721802,0.153259828686714,-0.931169450283051,0.182996600866318,1.97184658050537,0.51866281,NA,NA,18.35,5.28,72.806,165516222,103604879,-0.74178558588028,0.123449698090553,NA,2019
"Barbados","2019-01-01",23.2558139534884,14.6511627906977,430,1422,NA,1.19261157512665,0.191481336951256,100,2.79,NA,1167.27,3710.537737,651.581395348837,4.10028964518463,3.30828590793385,7.55,NA,NA,NA,NA,0.626334428787231,0.296352118253708,NA,128,NA,NA,83.20881332,NA,NA,5324250000,1.04922747612,0.247509732842445,0.352402299642563,0.181421726942062,0.410327404737473,0.263052880764008,3.20398998260498,2.77706695,NA,NA,10.885,8.91,77.257,280180,192882,1.10283517837524,0.152098596096039,17.1318743876693,2019
"Belarus","2019-01-01",41.3223954869066,43.1261547557461,202965,618,24.0553841292343,0.0324118658900261,0.150796964764595,100,7.81,NA,57681.2,90320.04535,46.4107506220284,5.59815595039853,0.411160006531488,NA,0.577329993247986,33.2442286168097,13.3015160119125,28.5883692178918,-0.129739582538605,0.25004169344902,NA,49,NA,77.1345833333334,82.78915209,NA,1.20086453042742,64410112583.362,0.332389116287231,0.233014643192291,-0.836098074913025,0.151146337389946,-0.663383305072784,0.206088677048683,4.97947978973389,4.12526941,NA,25.3,9.3,12.8,74.2268292682927,9419758,1974004,-1.4079213142395,0.122910343110561,2.32582876256296,2019
"Belgium","2019-01-01",44.7959907529723,22.7642007926024,30280,847,46.2912633963496,1.48185706138611,0.147830054163933,100,10.2,NA,92989.4,108086.3373,379.424702774108,1.43681956996435,NA,NA,3.16000008583069,103.382532362588,22.6341152190385,39.4384428217745,1.14229798316956,0.227483630180359,NA,46,NA,82.415,90.27542801,NA,0.889387187194598,535865692402.342,0.473777532577515,0.227150216698647,1.36670064926147,0.160620540380478,1.289381980896,0.224306255578995,6.33975982666016,8.10391235,19.5,27.2,10.2,9.5,81.9951219512195,11488980,225069,1.31019818782806,0.123085588216782,NA,2019
"Belize","2019-01-01",7.54055238930294,56.4756685664182,22810,1705,37.7359980493394,-0.165671959519386,0.197372168302536,92.72,30.43,NA,736.2,1602.171827,17.0580885576502,0.187069385181357,9.18953868672508,7.835,NA,NA,NA,NA,-0.600823760032654,0.316039860248566,NA,135,NA,58.7554166666667,57.11844188,NA,1.32910465766311,2416500000,0.0630388632416725,0.247509732842445,-0.836393356323242,0.190129920840263,-0.548786401748657,0.254592001438141,7.1383900642395,4.08774805,NA,NA,18.886,4.727,73.931,389095,210633,0.505603790283203,0.157098829746246,34.4388902453128,2019
"Benin","2019-01-01",35.0301525363604,28.2471621142249,112760,1039,9.27008310159801,-0.31778284907341,0.155090898275375,39.9980926513672,46.47,NA,7475.5,15622.04121,108.996488116353,-0.70502663454275,7.11417048688278,NA,NA,NA,NA,NA,-0.466742843389511,0.185392692685127,NA,149,NA,48.04625,22.41593843,NA,0.472934841224128,14391686309.0337,-0.412667959928513,0.247475668787956,-0.653755903244019,0.151468798518181,-0.432607293128967,0.175677329301834,2.96519994735718,0.54099989,NA,NA,37.675,9.248,60.454,12290444,6408115,0.0627894029021263,0.126208275556564,NA,2019
"Bermuda","2019-01-01",5.55555555555556,18.5185185185185,54,NA,35.8167916706221,1.23104310035706,0.409342139959335,100,0.81,NA,NA,NA,1183.53703703704,NA,NA,NA,0.262369990348816,NA,NA,NA,1.35569632053375,0.458732217550278,NA,NA,NA,NA,NA,NA,NA,7423465000,1.06507384777069,0.313929110765457,0.839582562446594,0.493787199258804,0.844433665275574,0.489275962114334,1.92723786830902,NA,NA,NA,8.2,8.4,81.033,63911,0,NA,NA,0,2019
"Bhutan","2019-01-01",13.4504457262716,71.3974829575249,38140,2200,15.2782534719156,1.61933422088623,0.202337756752968,100,82.85,NA,1433,2052.155026,20.1221552176193,2.72643037388825,12.9842110113491,NA,NA,97.4852916131164,15.6412080939078,17.9426721116893,0.351603776216507,0.273444443941116,NA,89,NA,51.99125,74.17944255,NA,NA,2535655609.45889,1.08209586143494,0.254131972789764,0.605705380439758,0.181974023580551,-0.311885327100754,0.225911185145378,5.67544555664063,2.65109873,NA,NA,12.871,6.626,71.391,767459,448104,0.0747612863779068,0.140271186828613,1.04240096213609,2019
"Bolivia","2019-01-01",34.8813809655682,47.1095356780209,1083300,1146,10.5506446211784,-0.761989772319794,0.141026481986046,95.08,13.52,NA,21828.8,58309.83432,10.8717022062217,1.83954504969032,9.15598626568402,NA,NA,NA,NA,NA,-0.774055242538452,0.226683154702187,NA,150,NA,62.65625,47.47481911,NA,1.45127087071726,40895322850.9407,-0.730085670948029,0.233014643192291,-1.17436444759369,0.155565276741982,-0.986101508140564,0.196675330400467,7.67268991470337,4.89661789,NA,41.6,22.323,7.127,67.841,11777315,3559929,-0.116381518542767,0.122428424656391,4.21997731316422,2019
"Bosnia and Herzegovina","2019-01-01",43.28125,42.7326171875,51200,1028,15.3564435311251,-0.625312626361847,0.150085106492043,100,36.84,NA,21124.3,26218.11502,65.63888671875,0.562782154061303,0.796048107245461,NA,0.192640006542206,44.0235719186881,19.8265971899192,34.0521689246355,-0.669898688793182,0.245827376842499,NA,90,15.9,61.2375,69.94634763,NA,0.820066200251352,20482603346.4473,-0.418754309415817,0.2413479834795,-0.201782420277596,0.150213703513145,-0.112791009247303,0.211196839809418,NA,6.21883726,NA,NA,8.819,12.266,77.241,3360711,1726532,-0.243082657456398,0.124417431652546,1.24973536109839,2019
"Botswana","2019-01-01",45.63372328975,27.1257918232668,566730,416,13.9828555002582,0.702542424201965,0.145896792411804,70.095085144043,25.74,NA,7198.3,10618.37622,4.41074585781589,2.7728644286333,5.85887467196591,NA,NA,16.1939043145164,21.098551004203,28.800544997235,0.400045096874237,0.223942965269089,NA,87,NA,57.3491666666667,64.82632542,NA,2.81226100290808,16725908661.9419,1.11105513572693,0.238545432686806,0.459768772125244,0.16534960269928,0.509274005889893,0.199809804558754,6.91437005996704,4.37294102,NA,NA,24.887,6.974,65.464,2499702,745611,0.4983911216259,0.120396681129932,NA,2019
"Brazil","2019-01-01",28.3410903622098,59.5585261792696,8358140,1761,5.58094485927535,-0.386171013116837,0.135646864771843,99.8,47.58,NA,434318,1069918.901,25.3385176606278,3.73297621216894,31.9030727508498,31.295925,1.20802998542786,92.5652531882782,13.7376948362641,34.7874528376371,-0.206858992576599,0.212476745247841,NA,124,NA,76.75375,73.91243991,NA,1.37945692518112,1873288159000.64,-0.713788211345673,0.20948238670826,-0.203433260321617,0.150070056319237,-0.109311006963253,0.189988240599632,5.96346998214722,3.91701889,NA,53.5,13.633,6.572,75.338,211782878,27904512,0.302300244569778,0.119567923247814,20.8104641962605,2019
"British Virgin Islands","2019-01-01",46.6666666666667,24.1333333333333,150,NA,NA,NA,NA,100,1.25,NA,NA,NA,204.066666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63095998764038,NA,NA,NA,7.29,6.156,75.863,30610,15882,NA,NA,NA,2019
"Brunei Darussalam","2019-01-01",2.5426944971537,72.1062618595825,5270,2722,17.9967561239773,0.798348665237427,0.201512202620506,100,0.01,NA,7057.8,9392.1572,83.1210626185958,-0.390522069165492,9.14067984641226,NA,NA,NA,NA,NA,1.31180918216705,0.249924704432487,NA,66,NA,NA,95,NA,3.07864214346968,13469240162.5496,1.10879898071289,0.238514930009842,0.609003484249115,0.183727830648422,0.632571876049042,0.258483648300171,NA,2.07140136,NA,NA,14.585,4.834,74.748,438048,96625,-0.967858493328094,0.156297340989113,NA,2019
"Bulgaria","2019-01-01",46.3983050847458,35.7406042741341,108560,608,25.3138169850346,-0.157977610826492,0.132831275463104,99.1950073242188,19.32,NA,39159.9,51526.03949,64.2571941783346,3.10372944796774,-0.653358495899236,NA,0.832369983196259,26.9235529801588,20.4736245713875,33.0466309214139,0.20231106877327,0.208442389965057,NA,61,20.8,82.3233333333334,67.94698094,NA,3.14847554420995,68911930627.8977,0.578860998153687,0.227150216698647,-0.0140076251700521,0.140703737735748,0.543415307998657,0.195882186293602,4.19717979431152,4.19368887,32.5,40.3,8.8,15.5,75.1121951219512,6975761,1719734,0.355631977319717,0.111356988549232,1.17688228851709,2019
"Burkina Faso","2019-01-01",44.3823099415205,22.9035087719298,273600,748,12.368968931223,-0.195339918136597,0.13242894411087,17.6,67.2,NA,5646.5,31636.78727,76.5776279239766,-3.23338933983321,4.99053769577041,NA,0.172780007123947,46.6395447335932,15.5000891974549,18.0537594444895,-0.753421664237976,0.178686946630478,NA,151,NA,53.6233333333333,9.27180601,NA,2.60603750918948,16178161666.1334,-1.30238652229309,0.233014643192291,-0.44506511092186,0.141399919986725,-0.40999636054039,0.158997043967247,5.69684982299805,2.2500782,NA,NA,36.689,8.75,60.039,20951639,14670338,-0.20246647298336,0.11776677519083,NA,2019
"Burundi","2019-01-01",79.1666666666667,10.8894080996885,25680,1274,NA,-1.48038673400879,0.162876799702644,9.83940029144287,84.84,NA,707.4,4215.238066,462.415809968847,-0.686772170797229,13.5659023946464,NA,NA,NA,NA,NA,-1.35036277770996,0.187812104821205,NA,166,NA,50.9133333333333,2.731443388,NA,2.49715201414113,2576518879.39881,-1.61515891551971,0.247475668787956,-1.43930196762085,0.153436541557312,-0.972790122032166,0.175677329301834,5.34668016433716,2.39167857,NA,NA,36.323,7.352,62.351,11874838,10287647,-1.72456860542297,0.126799315214157,NA,2019
"Cabo Verde","2019-01-01",19.6029776674938,11.2704714640199,4030,228,48.3110991729815,0.872605919837952,0.178767263889313,91.4,22.41,NA,617.2,779.614077,143.183622828784,1.1066667429606,8.38379093901119,8.03666809248556,NA,NA,NA,NA,0.291506767272949,0.235146701335907,NA,137,NA,54.66875,61.94339776,NA,0.488213087210162,2266752197.42617,0.87394255399704,0.254131972789764,0.472124576568604,0.17355552315712,-0.0173604432493448,0.24708104133606,4.73345994949341,3.24621511,NA,NA,17.463,5.162,76.004,577030,195065,0.952357113361359,0.144725412130356,5.718935134278,2019
"Cambodia","2019-01-01",32.56288239293,46.589961477453,176520,1904,34.5530847114798,-1.30401802062988,0.144128978252411,84,53.05,NA,18093.2,41947.80434,91.8181849082257,1.94257500833109,NA,NA,NA,NA,19.7320552255634,15.7769432828408,-0.571561098098755,0.229440286755562,NA,144,NA,56.2025,52.30587822,NA,2.22856132475958,27089390032.8915,-0.0894938632845879,0.2413479834795,-0.938387155532837,0.156062766909599,-0.571630477905273,0.194518804550171,2.89662981033325,1.6762718,NA,NA,20.28,5.947,70.692,16207746,12349492,-1.22024178504944,0.127229198813438,NA,2019
"Cameroon","2019-01-01",20.6257536333058,43.147976560682,472710,1604,12.6747362421086,-1.19402086734772,0.13242894411087,63.1768951416016,78.79,NA,9557.3,92152.5733,54.5415603647056,2.45280214062733,NA,NA,NA,NA,12.0282727602432,12.3229207514112,-0.831370949745178,0.178686946630478,NA,167,NA,53.4766666666667,36.5391824,NA,1.08675917326775,39670976440.3158,-1.55921673774719,0.233014643192291,-1.12585461139679,0.141399919986725,-0.831786811351776,0.158997043967247,3.08087992668152,0.40687224,NA,NA,36.147,8.16,61.584,25782341,11094657,-1.20936727523804,0.11776677519083,NA,2019
"Canada","2019-01-01",6.48668966571079,38.6996371683291,8965590,537,13.8719220337629,1.76385736465454,0.155929371714592,100,22.47,NA,566001.8,726904.1199,4.19394931064213,1.94926902411596,NA,NA,1.59162998199463,53.3623246913959,12.7416889014909,18.1057096781026,1.7242956161499,0.228548377752304,NA,23,NA,87.4658333333333,91.91289669,NA,1.28609709907596,1743725183672.52,1.01676774024963,0.227150216698647,1.7518424987793,0.157486945390701,1.71465253829956,0.22064208984375,4.77293014526367,7.6410737,NA,NA,9.9,7.6,82.2287804878049,37601230,6962996,1.43186473846436,0.135783180594444,1.83622745922526,2019
"Caribbean small states","2019-01-01",5.14805483512412,89.8928245029023,404850,NA,35.1169189467416,NA,NA,98.02995092105,6.74207266229899,NA,37614.99,62034.46513,18.3379078671113,1.21594945605107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5996633099449,NA,NA,77282796215.9198,NA,NA,NA,NA,NA,NA,4.43086504936218,3.37585419130681,NA,NA,13.9317557517394,7.4852198389785,72.5234099538234,7424102,3607176,NA,NA,NA,2019
"Cayman Islands","2019-01-01",11.25,53,240,NA,87.2080964057088,0.462481051683426,0.28622755408287,100,0,NA,NA,NA,275.558333333333,NA,NA,NA,NA,NA,NA,NA,1.16319942474365,0.327733159065247,NA,NA,NA,NA,NA,NA,NA,5941896599.57333,1.43329429626465,0.271389871835709,0.763362586498261,0.212671056389809,0.981019139289856,0.359225213527679,2.06455874443054,NA,NA,NA,9.8,3.9,NA,66134,0,0.469737321138382,0.267487943172455,3.02416306287235,2019
"Central African Republic","2019-01-01",8.15435487495586,35.8486628784231,622980,1343,NA,-1.21616554260254,0.166990503668785,14.3,91.26,NA,235.4,19869.45835,8.36194420366625,2.68537355266785,NA,NA,NA,NA,8.31845804475991,9.93933909760806,-1.75460362434387,0.193458124995232,NA,184,NA,NA,7.509161449,NA,1.91552922883814,2221301350.75537,-2.13827180862427,0.247475668787956,-1.74776136875153,0.1565111130476,-1.3639075756073,0.177510067820549,1.76871001720428,0.81912857,NA,NA,41.92,10.873,55.025,5209324,3033389,-1.2222136259079,0.127914801239967,NA,2019
"Central Europe and the Baltics","2019-01-01",47.1607908068912,34.5318870374642,1104992.9,NA,23.7493672417354,NA,NA,99.9451609693115,18.8782681268682,NA,643612.1,810529.91901,92.6689547055008,2.66456133425443,NA,NA,1.24584560479196,NA,23.216910052833,45.0450794584028,NA,NA,NA,NA,NA,NA,78.729072126681,NA,1.75083841289399,1674114230083.25,NA,NA,NA,NA,NA,NA,4.29046010971069,4.96768514856299,NA,NA,9.90959217415382,11.9818000612645,77.2668446661451,102398537,38462796,NA,NA,NA,2019
"Chad","2019-01-01",39.8967598475222,3.51175349428208,1259200,322,NA,-1.40077757835388,0.16166715323925,8.4,72.78,NA,1583.6,84292.90771,12.8072315756036,-0.971939175419353,NA,NA,NA,NA,NA,NA,-1.5765894651413,0.186353608965874,NA,182,NA,38.5433333333333,8.364171285,NA,2.18715298621802,11314951088.2451,-1.3437432050705,0.247475668787956,-1.29929721355438,0.153025805950165,-1.10725140571594,0.175677329301834,2.37245988845825,0.69896412,NA,NA,44.229,12.369,53.259,16126866,12372693,-1.43482649326324,0.126688152551651,NA,2019
"Channel Islands","2019-01-01",NA,5.15151515151515,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10381669645.1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8341302166342,8.54731125671448,81.39,169410,117010,NA,NA,NA,2019
"Chile","2019-01-01",21.076429797238,24.3268615204188,743532,1522,8.98040517129816,1.00874698162079,0.142233148217201,100,25.27,NA,91915.4,113466.4538,25.6068131566631,2.55754475703323,NA,NA,0.340950012207031,NA,17.6988932821155,23.2889351962879,0.891052961349487,0.215924367308617,NA,59,NA,82.4370833333333,85.01758384,NA,1.85666865340153,278493308134.096,0.00792970694601536,0.227150216698647,0.947567701339722,0.150375157594681,1.17115616798401,0.195882186293602,5.61812019348145,4.7519598,NA,NA,11.855,6.346,80.326,19039485,2352709,0.983122289180756,0.123293198645115,3.9444343178286,2019
